track_name,artist(s)_name,artist_count,released_year,released_month,released_day,release_date,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,streams (millions)
Blinding Lights,The Weeknd,1,2019,11,29,11/29/2019,43899,69,3703895074,672,199,"3,421",20,,171,C#,Major,50,38,80,0,0,9,7,3703.895074
Shape of You,Ed Sheeran,1,2017,1,6,1/6/2017,32181,10,3562543890,33,0,"6,808",7,0,96,C#,Minor,83,93,65,58,0,9,8,3562.54389
Someone You Loved,Lewis Capaldi,1,2018,11,8,11/8/2018,17836,53,2887241814,440,125,"1,800",0,,110,C#,Major,50,45,41,75,0,11,3,2887.241814
Dance Monkey,Tones and I,1,2019,5,10,5/10/2019,24529,0,2864791672,533,167,"3,595",6,,98,F#,Minor,82,54,59,69,0,18,10,2864.791672
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2,2018,10,9,10/9/2018,24094,78,2808096550,372,117,843,4,69,90,D,Major,76,91,50,54,0,7,5,2808.09655
One Dance,"Drake, WizKid, Kyla",3,2016,4,4,4/4/2016,43257,24,2713922350,433,107,"3,631",0,26,104,C#,Major,77,36,63,1,0,36,5,2713.92235
STAY (with Justin Bieber),"Justin Bieber, The Kid Laroi",2,2021,7,9,7/9/2021,17050,36,2665343922,492,99,798,31,0,170,C#,Major,59,48,76,4,0,10,5,2665.343922
Believer,Imagine Dragons,1,2017,1,31,1/31/2017,18986,23,2594040133,250,121,"2,969",10,31,125,A#,Minor,77,74,78,4,0,23,11,2594.040133
Closer,"The Chainsmokers, Halsey",2,2016,5,31,5/31/2016,28032,0,2591224264,315,159,"2,179",0,44,95,G#,Major,75,64,52,41,0,11,3,2591.224264
Starboy,"The Weeknd, Daft Punk",2,2016,9,21,9/21/2016,29536,79,2565529693,281,137,"2,445",1,140,186,G,Major,68,49,59,16,0,13,28,2565.529693
Perfect,Ed Sheeran,1,2017,1,1,1/1/2017,16596,13,2559529074,7,0,"2,094",0,0,95,G#,Major,60,17,45,16,0,11,2,2559.529074
Heat Waves,Glass Animals,1,2020,6,28,6/28/2020,22543,63,2557975762,386,144,707,28,,81,B,Major,76,53,53,44,0,9,9,2557.975762
As It Was,Harry Styles,1,2022,3,31,3/31/2022,23575,130,2513188493,403,198,863,46,,174,F#,Minor,52,66,73,34,0,31,6,2513.188493
Se��o,"Shawn Mendes, Camila Cabello",2,2019,6,19,6/19/2019,15010,2,2484812918,453,50,"1,785",1,8,117,A,Minor,76,77,52,4,0,8,3,2484.812918
Say You Won't Let Go,James Arthur,1,2016,9,9,9/9/2016,15722,16,2420461338,231,37,"1,509",0,13,99,A#,Major,40,45,56,69,0,9,5,2420.461338
lovely - Bonus Track,"Billie Eilish, Khalid",2,2017,8,11,8/11/2017,15032,30,2355719893,221,96,"1,078",2,136,115,E,Minor,35,12,30,93,0,10,3,2355.719893
Watermelon Sugar,Harry Styles,1,2019,11,17,11/17/2019,21915,34,2322580122,437,115,"1,212",12,,95,,Major,55,56,82,12,0,34,5,2322.580122
Don't Start Now,Dua Lipa,1,2019,10,31,10/31/2019,27119,0,2303033973,532,77,"1,535",3,8,124,B,Minor,79,68,79,1,0,10,8,2303.033973
Lucid Dreams,Juice WRLD,1,2017,6,15,6/15/2017,14749,0,2288695111,188,34,710,0,5,84,B,Minor,44,22,48,38,0,33,24,2288.695111
Sweater Weather,The Neighbourhood,1,2012,5,14,5/14/2012,16413,61,2282771485,166,87,"1,056",1,,124,A#,Major,61,41,81,5,2,10,3,2282.771485
Thinking Out Loud,Ed Sheeran,1,2014,1,1,1/1/2014,33032,0,2280566092,363,129,"3,895",0,28,79,D,Major,78,58,45,47,0,18,3,2280.566092
Photograph,Ed Sheeran,1,2014,6,20,6/20/2014,18778,3,2236667932,228,105,"2,453",0,84,108,E,Major,61,20,38,61,0,10,5,2236.667932
Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,2/22/2017,23375,21,2204080728,336,188,"2,692",3,30,103,B,Minor,61,47,65,3,0,17,4,2204.080728
Bohemian Rhapsody - Remastered 2011,Queen,1,1975,10,31,10/31/1975,40112,3,2197010679,321,162,"5,691",8,17,71,,Minor,41,23,40,27,0,30,5,2197.010679
Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,9/27/2018,16636,12,2159346687,368,155,"2,854",6,121,96,G,Major,57,30,40,38,0,26,3,2159.346687
Take Me To Church,Hozier,1,2013,9,13,9/13/2013,23804,31,2135158446,187,99,"4,623",1,0,129,E,Minor,57,41,66,63,0,12,5,2135.158446
Circles,Post Malone,1,2019,8,30,8/30/2019,19664,16,2132335812,391,73,633,3,37,120,,Major,70,59,75,24,0,9,4,2132.335812
Love Yourself,Justin Bieber,1,2015,11,9,11/9/2015,22730,5,2123309722,289,87,"2,430",0,36,100,E,Major,61,53,38,84,0,28,44,2123.309722
All of Me,John Legend,1,2013,8,1,8/1/2013,27221,0,2086124197,308,118,"4,534",2,77,120,G#,Major,42,33,26,92,0,13,3,2086.124197
Counting Stars,OneRepublic,1,2013,1,1,1/1/2013,29215,43,2011464183,179,97,"3,394",11,153,122,C#,Minor,66,48,71,6,0,12,4,2011.464183
Riptide,Vance Joy,1,1975,1,1,1/1/1975,31123,55,2009094673,300,65,"1,003",1,0,102,C#,Major,48,50,73,43,0,15,4,2009.094673
Wake Me Up - Radio Edit,Avicii,1,2013,1,1,1/1/2013,50887,34,1970673297,315,160,"6,284",1,46,124,D,Major,53,66,78,0,0,16,5,1970.673297
Can't Hold Us (feat. Ray Dalton),"Ray Dalton, Ryan Lewis, Macklemore",3,2011,8,16,8/16/2011,6074,52,1953533826,201,44,"6,551",2,0,146,D,Major,63,88,93,3,0,10,8,1953.533826
The Hills,The Weeknd,1,2015,5,27,5/27/2015,25744,4,1947371785,122,94,"1,992",0,18,136,,Minor,36,12,57,9,0,14,8,1947.371785
HUMBLE.,Kendrick Lamar,1,2017,3,30,3/30/2017,33206,1,1929770265,284,114,"1,481",0,5,150,C#,Minor,91,42,60,0,0,9,12,1929.770265
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2,2017,6,2,6/2/2017,27705,10,1897517891,537,122,"2,726",6,,124,A,Minor,79,59,86,4,0,8,11,1897.517891
good 4 u,Olivia Rodrigo,1,2021,5,14,5/14/2021,15563,6,1887039593,259,55,461,1,,166,F#,Minor,56,68,66,28,0,11,18,1887.039593
drivers license,Olivia Rodrigo,1,2021,1,8,1/8/2021,12685,3,1858144199,185,61,485,0,,144,A#,Major,59,21,43,76,0,10,7,1858.144199
Demons,Imagine Dragons,1,2012,1,1,1/1/2012,26694,13,1840364617,65,82,"3,425",4,13,180,D#,Major,33,38,71,20,0,28,5,1840.364617
Lose Yourself - Soundtrack Version,Eminem,1,2002,1,1,1/1/2002,32502,21,1829992958,247,54,"5,567",1,51,171,D,Major,70,6,73,1,0,36,26,1829.992958
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,2021,7,23,7/23/2021,13315,0,1814349763,300,47,690,0,,150,D#,Minor,74,89,70,2,0,5,6,1814.349763
Another Love,Tom Odell,1,2012,10,15,10/15/2012,18371,83,1813673666,250,122,"3,394",19,,123,E,Minor,45,13,54,70,0,9,4,1813.673666
Mr. Brightside,The Killers,1,2003,9,23,9/23/2003,51979,15,1806617704,306,99,"5,063",2,120,148,C#,Major,35,24,93,0,0,10,8,1806.617704
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,2020,3,27,3/27/2020,15894,8,1802514301,198,13,544,0,60,103,F#,Minor,70,92,83,1,0,7,6,1802.514301
No Role Modelz,J. Cole,1,2014,12,9,12/9/2014,21164,36,1791000570,80,65,476,0,14,100,A#,Minor,70,47,52,30,0,6,33,1791.00057
Do I Wanna Know?,Arctic Monkeys,1,2013,1,1,1/1/2013,33783,26,1788326445,133,92,"2,733",1,26,85,F,Major,55,42,53,17,0,22,3,1788.326445
Dakiti,"Bad Bunny, Jhay Cortez",2,2020,10,30,10/30/2020,11215,21,1763363713,189,166,525,9,25,110,E,Minor,73,14,57,40,0,11,5,1763.363713
Memories,Maroon 5,1,2019,9,20,9/20/2019,9974,2,1759567999,272,67,"1,066",1,19,91,B,Major,77,60,32,84,0,8,5,1759.567999
Yellow,Chris Molitor,1,1999,1,1,1/1/1999,31358,43,1755214421,196,2,"4,053",5,0,173,B,Major,43,28,66,0,0,23,3,1755.214421
MONTERO (Call Me By Your Name),Lil Nas X,1,2020,9,18,9/18/2020,12329,0,1735441776,275,19,738,0,,179,G#,Minor,61,76,51,30,0,38,15,1735.441776
There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,9/23/2016,12382,0,1714490998,229,57,"1,370",2,71,122,D,Major,86,97,80,36,0,9,6,1714.490998
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,2020,7,24,7/24/2020,12854,0,1699402402,237,27,636,0,,91,G,Minor,70,76,72,22,0,27,4,1699.402402
Till I Collapse,"Eminem, Nate Dogg",2,2002,5,26,5/26/2002,22923,0,1695712020,78,46,"2,515",1,0,171,C#,Major,55,10,85,7,0,8,20,1695.71202
Dynamite,BTS,1,2020,8,21,8/21/2020,8528,5,1692897992,239,163,583,0,,114,F#,Minor,75,74,77,1,0,9,10,1692.897992
Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,9/10/1991,49991,9,1690192927,265,121,"12,367",4,160,117,C#,Major,52,73,91,0,0,11,7,1690.192927
Without Me,Eminem,1,2002,1,1,1/1/2002,21081,43,1687664027,98,76,"3,889",5,0,112,G,Major,92,67,66,0,0,36,9,1687.664027
When I Was Your Man,Bruno Mars,1,2012,12,5,12/5/2012,2420,11,1661187319,0,0,806,0,0,145,,Major,60,43,27,94,0,14,4,1661.187319
Die For You,The Weeknd,1,2016,11,24,11/24/2016,2483,59,1647990401,68,21,24,0,259,134,C#,Minor,59,51,52,9,0,15,7,1647.990401
Just The Way You Are,Bruno Mars,1,2010,1,1,1/1/2010,21106,13,1641426668,82,0,"2,946",0,0,109,F,Major,63,46,85,1,0,9,5,1641.426668
In The End,Linkin Park,1,2000,10,24,10/24/2000,25065,6,1624165576,63,0,"6,808",2,0,105,D#,Minor,55,40,90,1,0,32,6,1624.165576
The Scientist,Coldplay,1,2002,8,5,8/5/2002,30992,6,1608164312,124,25,"7,827",1,0,146,F,Major,56,21,44,73,0,11,2,1608.164312
Before You Go,Lewis Capaldi,1,2019,11,1,11/1/2019,8327,24,1608045237,205,130,625,0,25,112,D#,Major,45,19,60,63,0,9,6,1608.045237
I'm Not The Only One,Sam Smith,1,2014,1,1,1/1/2014,17492,3,1606986953,136,24,"1,959",0,30,82,F,Major,68,50,49,56,0,8,4,1606.986953
Cold Heart - PNAU Remix,"Dua Lipa, Elton John, Pnau",3,2017,11,10,11/10/2017,21097,52,1605224506,384,135,"1,034",37,312,116,C#,Major,80,92,80,4,0,10,3,1605.224506
Every Breath You Take - Remastered 2003,The Police,1,1983,1,6,1/6/1983,22439,19,1593270737,211,74,929,0,129,117,C#,Major,82,73,45,54,0,7,3,1593.270737
Viva La Vida,Coldplay,1,2008,1,1,1/1/2008,33898,62,1592909789,233,0,"4,095",9,0,138,F,Minor,49,42,62,9,0,11,3,1592.909789
Save Your Tears,The Weeknd,1,2020,3,20,3/20/2020,12688,13,1591223784,197,115,112,0,200,118,,Major,68,61,82,2,0,50,3,1591.223784
Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,4/9/2021,15867,0,1575467011,382,65,497,0,12,111,G#,Major,77,74,66,30,0,13,3,1575.467011
Bad Habits,Ed Sheeran,1,2020,9,3,9/3/2020,12755,8,1555511105,344,97,945,15,,126,B,Minor,81,59,90,5,0,36,3,1555.511105
Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,1/1/1987,41231,1,1553497987,228,151,"6,720",3,99,125,F#,Major,45,67,90,9,11,10,5,1553.497987
Locked Out Of Heaven,Bruno Mars,1,2012,12,5,12/5/2012,1622,9,1481349984,0,0,356,0,0,144,F,Major,73,87,70,6,0,28,5,1481.349984
Payphone,"Maroon 5, Wiz Khalifa",2,2012,1,1,1/1/2012,14143,4,1479264469,56,38,"1,891",1,,110,E,Major,74,51,74,2,0,29,4,1479.264469
Take On Me,a-ha,1,1984,10,19,10/19/1984,44927,17,1479115056,34,0,"5,108",6,0,84,F#,Minor,57,86,90,2,0,9,5,1479.115056
Rolling in the Deep,Adele,1,2010,11,29,11/29/2010,35684,6,1472799873,195,125,"6,280",2,78,105,G#,Major,73,52,76,13,0,5,3,1472.799873
Somebody That I Used To Know,"Gotye, Kimbra",2,2011,1,1,1/1/2011,42798,0,1457139296,217,136,"6,508",1,,129,,Major,86,75,52,54,0,10,4,1457.139296
The Nights,Avicii,1,2014,1,1,1/1/2014,17354,8,1456081449,92,122,"1,282",0,55,126,F#,Major,53,66,85,2,0,24,4,1456.081449
Call Out My Name,The Weeknd,1,2018,3,29,3/29/2018,11087,6,1449799467,151,107,801,1,105,134,C#,Major,45,17,60,21,0,33,4,1449.799467
All I Want for Christmas Is You,Mariah Carey,1,1994,10,28,10/28/1994,25653,0,1449779435,387,132,"2,094",0,,150,G,Major,34,33,63,16,0,7,4,1449.779435
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",3,2021,3,19,3/19/2021,14140,0,1445941661,231,52,612,6,,90,,Major,63,49,68,38,0,42,18,1445.941661
Me Porto Bonito,"Chencho Corleone, Bad Bunny",2,2022,5,6,5/6/2022,8870,43,1440757818,104,120,141,26,49,92,C#,Minor,91,43,71,9,0,9,8,1440.757818
Adore You,Harry Styles,1,2019,12,6,12/6/2019,13454,1,1439191367,246,71,519,2,5,99,G#,Major,68,57,77,2,0,10,5,1439.191367
LA CANCI�,"J Balvin, Bad Bunny",2,2019,6,28,6/28/2019,6398,31,1435127549,177,109,305,3,5,176,G,Major,75,43,65,15,0,11,32,1435.127549
The Real Slim Shady,Eminem,1,2000,1,1,1/1/2000,20763,27,1424589568,81,53,"3,271",1,17,104,F,Minor,95,78,66,3,0,4,6,1424.589568
The Night We Met,Lord Huron,1,2015,2,2,2/2/2015,18515,35,1410088830,70,82,939,1,162,174,D,Major,45,10,37,97,25,64,4,1410.08883
Easy On Me,Adele,1,2021,10,14,10/14/2021,10195,20,1406111294,258,87,657,22,9,142,F,Major,60,13,37,58,0,13,3,1406.111294
Let Me Down Slowly,Alec Benjamin,1,2018,5,25,5/25/2018,5897,19,1374581173,0,0,885,0,0,150,C#,Minor,65,51,55,73,0,14,3,1374.581173
Beggin,M��ne,1,2017,12,8,12/8/2017,8559,0,1367810478,183,64,964,9,75,134,B,Minor,71,59,80,13,0,36,5,1367.810478
Numb,Linkin Park,1,2003,3,24,3/24/2003,20111,5,1361425037,39,0,"7,341",0,0,110,A,Major,50,24,86,0,0,64,4,1361.425037
Gangsta's Paradise,"Coolio, L.V.",2,1995,7,11,7/11/1995,10624,17,1357608774,21,0,386,0,,80,G#,Major,63,40,61,9,0,56,6,1357.608774
"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo",2,2022,7,6,7/6/2022,8506,45,1356565093,94,65,164,14,176,128,D,Major,62,55,78,1,3,23,4,1356.565093
Blank Space,Taylor Swift,1,2014,1,1,1/1/2014,11434,53,1355959075,154,123,410,2,81,96,F,Major,75,57,68,9,0,13,6,1355.959075
Woman,Doja Cat,1,2021,6,25,6/25/2021,9424,0,1329090101,202,50,463,4,,108,F,Minor,82,88,76,9,0,12,9,1329.090101
Flowers,Miley Cyrus,1,2023,1,12,1/12/2023,12211,115,1316855716,300,215,745,58,"1,021",118,,Major,71,65,68,6,0,3,7,1316.855716
Pepas,Farruko,1,2021,6,24,6/24/2021,14114,17,1309887447,252,109,965,20,,130,G,Major,76,44,77,1,0,13,3,1309.887447
Callaita,"Bad Bunny, Tainy",2,2019,5,31,5/31/2019,9539,15,1304313953,162,116,355,7,0,176,D,Major,61,24,62,60,0,24,31,1304.313953
Shivers,Ed Sheeran,1,2021,9,9,9/9/2021,10147,30,1302184087,234,71,543,18,,141,D,Major,79,82,86,28,0,4,9,1302.184087
Heather,Conan Gray,1,2020,3,20,3/20/2020,6170,7,1301799902,82,1,231,0,2,92,F,Major,47,25,43,62,0,32,3,1301.799902
I Wanna Be Yours,Arctic Monkeys,1,2013,1,1,1/1/2013,12859,110,1297026226,24,98,582,2,73,135,,Minor,48,44,42,12,2,11,3,1297.026226
Iris,The Goo Goo Dolls,1,1998,3,31,3/31/1998,13101,9,1284942608,137,5,582,0,0,156,B,Minor,32,49,72,0,0,9,4,1284.942608
Danza Kuduro,"Don Omar, Lucenzo",2,2010,1,1,1/1/2010,17138,37,1279434863,119,81,974,1,503,130,,Major,47,86,92,8,0,5,24,1279.434863
Creep,Radiohead,1,1992,9,21,9/21/1992,36724,7,1271293243,146,72,"6,807",5,80,92,G,Major,53,12,34,1,0,12,4,1271.293243
Why'd You Only Call Me When You're High?,Arctic Monkeys,1,2013,1,1,1/1/2013,23389,29,1267333350,54,70,"1,089",2,1,92,D,Major,70,81,63,4,0,8,4,1267.33335
Titi Me Pregunt�,Bad Bunny,1,2022,5,6,5/6/2022,9037,42,1264310836,124,133,139,14,166,107,F,Minor,65,19,72,10,0,13,25,1264.310836
Yonaguni,Bad Bunny,1,2021,6,4,6/4/2021,9644,28,1260594497,120,86,164,4,0,180,C#,Major,64,44,65,28,0,14,12,1260.594497
deja vu,Olivia Rodrigo,1,2021,4,1,4/1/2021,7545,4,1256880657,117,39,141,0,46,181,A,Major,44,22,60,61,0,42,9,1256.880657
positions,Ariana Grande,1,2020,10,23,10/23/2020,8207,0,1252563873,175,55,95,0,2,144,,Major,73,66,80,44,0,9,12,1252.563873
Mockingbird,Eminem,1,2004,1,1,1/1/2004,12985,61,1241559043,49,98,"2,394",5,204,84,E,Minor,62,24,67,21,0,13,28,1241.559043
We Found Love,"Rihanna, Calvin Harris",2,2011,1,1,1/1/2011,36843,21,1235005533,321,91,"4,607",1,58,128,C#,Major,73,60,77,3,0,11,4,1235.005533
traitor,"Juan Cruz Toledo, Huilen Toledo",2,2021,5,21,5/21/2021,5257,6,1230855859,85,43,134,0,,176,D#,Major,29,12,33,68,0,12,5,1230.855859
Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",2,2022,9,22,9/22/2022,8576,42,1230675890,216,108,331,26,154,131,D,Major,71,24,47,1,0,27,9,1230.67589
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,9/3/2021,6180,7,1223481149,122,88,580,21,10,77,B,Minor,72,59,76,24,0,42,28,1223.481149
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,10/27/2021,824,0,1223481149,8,8,8,2,0,77,G,Major,73,54,74,23,0,41,23,1223.481149
Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",2,2020,3,20,3/20/2020,9161,5,1221813483,240,98,468,3,10,118,,Major,65,63,79,3,0,10,3,1221.813483
505,Arctic Monkeys,1,2007,4,20,4/20/2007,13985,25,1217120710,30,80,588,1,1,140,,Major,52,20,85,0,0,7,5,1217.12071
La Bachata,Manuel Turizo,1,2022,5,26,5/26/2022,6804,45,1214083358,139,111,161,15,210,125,G,Minor,84,85,68,58,0,22,4,1214.083358
Still D.R.E.,"Dr. Dre, Snoop Dogg",2,1999,1,1,1/1/1999,33966,0,1210599487,141,78,"6,591",1,0,93,B,Major,81,53,78,18,0,6,24,1210.599487
Everybody Wants To Rule The World,Tears For Fears,1,1985,2,17,2/17/1985,41751,25,1205951614,101,32,"2,655",0,666,112,G,Major,64,54,81,36,0,11,6,1205.951614
In Da Club,50 Cent,1,2002,1,1,1/1/2002,30427,7,1202722675,235,106,"5,221",1,35,90,F#,Minor,90,79,71,26,0,7,37,1202.722675
Hope,XXXTENTACION,1,2018,3,16,3/16/2018,3659,0,1200808494,11,10,267,0,7,146,A,Minor,59,23,46,66,0,15,6,1200.808494
Contection,"GODZZ__-, Zakaria",2,2020,1,16,1/16/2020,6955,0,1180896317,65,45,398,0,1,166,A#,Minor,81,83,75,14,0,29,34,1180.896317
you broke me first,Tate McRae,1,2020,4,17,4/17/2020,6638,0,1180094974,167,19,318,0,1,124,E,Major,64,8,37,79,0,9,5,1180.094974
Todo De Ti,Rauw Alejandro,1,2020,11,2,11/2/2020,11975,8,1168642797,188,75,268,6,16,128,D#,Minor,81,57,63,40,1,10,4,1168.642797
Ghost,Justin Bieber,1,2021,3,19,3/19/2021,5866,24,1167330737,107,38,95,0,,154,D,Major,61,41,74,21,0,40,6,1167.330737
Set Fire to the Rain,Adele,1,2011,1,1,1/1/2011,14739,43,1163620694,88,112,"2,163",5,519,108,D,Minor,61,47,68,0,0,13,3,1163.620694
Kill Bill,SZA,1,2022,12,8,12/8/2022,8109,77,1163093654,183,162,161,12,187,89,G#,Major,64,43,73,5,17,16,4,1163.093654
Last Christmas,Wham!,1,1984,1,1,1/1/1984,22153,0,1159176109,274,111,"1,302",0,,107,B,Minor,74,88,65,28,0,46,3,1159.176109
Have You Ever Seen The Rain?,Creedence Clearwater Revival,1,1968,7,1,7/1/1968,15890,14,1145727611,71,37,653,0,167,116,,Major,74,76,70,7,0,13,3,1145.727611
Butter,BTS,1,2021,5,21,5/21/2021,4779,6,1143647827,180,135,223,0,5,110,G#,Major,79,70,36,0,0,6,11,1143.647827
Astronaut In The Ocean,Masked Wolf,1,2019,1,1,1/1/2019,7191,0,1138474110,146,18,478,0,7,150,E,Minor,78,47,70,18,0,15,9,1138.47411
Ojitos Lindos,"Bomba Est��reo, Bad B",2,2022,5,6,5/6/2022,6135,38,1133865788,71,113,99,13,28,80,D#,Minor,65,27,69,8,0,53,4,1133.865788
Night Changes,One Direction,1,2014,11,17,11/17/2014,7124,18,1131090940,60,20,2,0,,120,G#,Major,67,40,52,86,0,12,4,1131.09094
Daddy Issues,The Neighbourhood,1,2015,10,30,10/30/2015,9771,4,1127468248,42,70,384,0,3,85,A#,Major,59,33,52,7,15,12,3,1127.468248
SLOW DANCING IN THE DARK,Joji,1,2018,9,12,9/12/2018,10211,0,1122364376,38,79,65,0,1,89,D#,Major,52,28,48,54,1,19,3,1122.364376
Dandelions,Ruth B.,1,2017,4,28,4/28/2017,3423,21,1116995633,41,100,59,1,32,117,C#,Major,61,45,69,2,0,9,3,1116.995633
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,3/5/2021,14417,0,1115880852,237,123,569,0,10,148,F,Major,59,72,62,18,0,9,3,1115.880852
Shake It Off,Taylor Swift,1,2014,1,1,1/1/2014,21335,13,1113838873,328,70,"1,378",9,20,160,G,Major,65,95,80,5,0,41,16,1113.838873
I'm Good (Blue),"Bebe Rexha, David Guetta",2,2022,8,26,8/26/2022,12482,80,1109433169,291,184,537,45,727,128,G,Minor,56,38,97,4,0,35,4,1109.433169
Money Trees,"Kendrick Lamar, Jay Rock",2,2012,1,1,1/1/2012,26792,32,1093605526,69,113,695,0,458,144,E,Minor,74,37,53,7,0,21,10,1093.605526
Somewhere Only We Know,Keane,1,2004,1,1,1/1/2004,20015,16,1089402494,107,69,"5,239",0,558,172,A,Major,45,33,59,6,0,8,3,1089.402494
I Ain't Worried,OneRepublic,1,2022,5,13,5/13/2022,8431,76,1085685420,241,127,458,37,332,140,,Major,71,82,81,11,0,6,5,1085.68542
Boy With Luv (feat. Halsey),"Halsey, BTS",2,2019,4,12,4/12/2019,4260,0,1065580332,113,92,259,0,1,120,B,Minor,65,80,86,9,0,19,10,1065.580332
Talking To The Moon,Bruno Mars,1,2010,10,4,10/4/2010,7109,2,1062956628,5,0,862,0,0,146,C#,Minor,52,7,61,51,0,11,3,1062.956628
The Business,Ti��,1,2020,1,1,1/1/2020,14311,0,1062345656,255,32,582,0,14,120,G#,Minor,80,24,62,41,2,11,23,1062.345656
My Universe,"Coldplay, BTS",2,2021,9,24,9/24/2021,6127,13,1061966512,0,0,0,0,0,105,A,Major,58,42,68,1,0,14,4,1061.966512
Happier Than Ever,Billie Eilish,1,2021,7,30,7/30/2021,8476,0,1056760045,138,133,283,0,,65,,Major,31,31,24,76,0,14,4,1056.760045
Efecto,Bad Bunny,1,2022,5,6,5/6/2022,4004,33,1047480053,34,65,43,6,2,98,G,Minor,80,23,48,14,0,6,5,1047.480053
See You Again,"Tyler, The Creator, Kali Uchis",3,2017,7,21,7/21/2017,13387,64,1047101291,77,58,247,1,311,79,F#,Major,56,58,56,37,0,11,10,1047.101291
Need To Know,Doja Cat,1,2021,6,11,6/11/2021,6672,0,1042568408,125,36,150,0,,130,C#,Major,66,19,61,30,0,9,7,1042.568408
Running Up That Hill (A Deal With God),Kate Bush,1,1985,9,16,9/16/1985,21811,0,1024858327,117,1,676,3,0,108,A#,Minor,63,20,55,72,0,6,6,1024.858327
Falling,Harry Styles,1,2019,12,13,12/13/2019,7556,0,1023187129,124,24,254,0,8,110,E,Major,57,6,27,84,0,9,3,1023.187129
Revenge,XXXTENTACION,1,2017,8,25,8/25/2017,3600,11,1022258230,7,0,203,0,2,140,B,Minor,75,18,25,78,0,11,26,1022.25823
���abcdefu,Gayle,1,2021,8,13,8/13/2021,7215,0,1007612429,170,12,575,18,,122,E,Major,70,42,54,30,0,37,5,1007.612429
Anti-Hero,Taylor Swift,1,2022,10,21,10/21/2022,9082,56,999748277,242,142,165,9,310,97,E,Major,64,51,63,12,0,19,5,999.748277
Arcade,Duncan Laurence,1,2019,3,7,3/7/2019,6646,0,991336132,107,47,584,1,,72,A,Minor,45,27,33,82,0,14,4,991.336132
Glimpse of Us,Joji,1,2022,6,10,6/10/2022,6330,6,988515741,109,42,158,3,31,170,G#,Major,44,27,32,89,0,14,5,988.515741
Summertime Sadness,Lana Del Rey,1,2011,1,1,1/1/2011,20333,52,983637508,89,143,"1,632",3,200,112,C#,Minor,56,24,66,7,0,12,3,983.637508
Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,7/30/2021,10565,44,972509632,238,122,557,17,58,121,F#,Minor,67,26,64,52,0,17,10,972.509632
I Love You So,The Walters,1,2014,11,28,11/28/2014,7536,7,972164968,44,19,135,0,6,76,A#,Major,58,46,67,65,0,13,4,972.164968
No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,11/18/2016,7370,0,956865266,92,127,"1,219",0,62,102,G,Major,74,45,89,5,0,26,13,956.865266
HEARTBREAK ANNIVERSARY,Giveon,1,2020,2,21,2/21/2020,5398,4,951637566,111,127,210,0,37,129,,Major,61,59,46,56,0,13,5,951.637566
Sure Thing,Miguel,1,2010,5,25,5/25/2010,13801,19,950906471,137,125,435,6,285,81,B,Minor,68,51,60,3,0,19,10,950.906471
Unstoppable,Sia,1,2016,1,21,1/21/2016,7681,13,939844851,119,66,"1,145",2,,174,A,Major,47,27,78,11,0,10,8,939.844851
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,1/1/2013,52898,0,933815613,203,1,"8,215",0,0,116,F#,Minor,79,87,81,4,0,10,4,933.815613
Under The Influence,Chris Brown,1,2019,10,4,10/4/2019,3859,26,929964809,133,181,3,0,,117,A,Minor,73,31,69,6,0,11,4,929.964809
Wait a Minute!,Willow,1,2015,1,11,1/11/2015,11985,0,924193303,79,80,250,3,10,101,D#,Minor,76,63,71,3,0,10,3,924.193303
THATS WHAT I WANT,Lil Nas X,1,2021,9,17,9/17/2021,7963,0,920797189,173,7,298,0,4,88,C#,Minor,74,55,85,1,0,5,22,920.797189
