track_name,artist(s)_name,artist_count,released_year,released_month,released_day,release_date,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,streams (millions)
Attention,NewJeans,2,2023,2,2,2/2/2023,2127,33,266624541,45,80,53,8,4,178,C#,Minor,79,58,78,34,0,11,25,266.624541
Vai L�� Em Casa,"Mar��lia Mendon��a, George Henrique &",1,2019,10,18,10/18/2019,794,10,265882712,38,25,61,0,263,150,A,Major,34,24,56,4,0,11,3,265.882712
Mon��y so,YEAT,1,2022,8,22,8/22/2022,767,12,265548837,20,129,11,0,12,125,,Major,68,80,92,10,0,9,12,265.548837
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",1,2022,8,1,8/1/2022,799,12,264717480,14,141,9,0,1,105,A#,Minor,81,70,65,24,0,8,4,264.71748
Ojos Marrones,Lasso,2,2021,10,22,10/22/2021,772,0,263894529,7,3,89,0,0,158,G#,Minor,46,62,83,53,0,97,28,263.894529
Salimo de Noche,"Trueno, Tiago pzk",1,2021,9,10,9/10/2021,1473,0,263779030,2,0,12,0,10,138,D,Major,69,35,57,12,0,10,9,263.77903
Peru,"Ed Sheeran, Fireboy DML",2,2022,11,3,11/3/2022,1254,6,263453310,26,69,73,2,6,158,C#,Major,65,72,95,31,0,92,5,263.45331
My Only Wish (This Year),Britney Spears,1,2022,2,6,2/6/2022,795,11,263280370,26,18,15,1,4,120,G#,Minor,81,72,65,4,0,14,4,263.28037
Numb Little Bug,Em Beihold,2,2021,10,21,10/21/2021,1057,0,261414174,17,5,21,0,0,84,D,Major,67,78,63,29,0,12,5,261.414174
Esque��a-Me Se For C,"Mar��lia Mendon��a, Maiara &",2,2021,12,23,12/23/2021,2999,0,261286503,60,17,154,0,22,108,G,Minor,96,71,42,57,0,8,9,261.286503
Moonlight,Kali Uchis,1,2000,11,7,11/7/2000,6952,0,261116938,115,53,286,0,0,147,,Major,67,69,72,17,0,19,3,261.116938
El Gordo Trae El Mando,Chino Pacas,1,2022,1,28,1/28/2022,2026,0,258714692,47,3,42,12,6,85,G#,Minor,74,61,52,30,0,26,9,258.714692
When You're Gone,Shawn Mendes,2,2021,10,14,10/14/2021,580,0,258316038,24,92,93,0,0,122,F#,Minor,80,62,69,28,0,13,7,258.316038
PUFFIN ON ZOOTIEZ,Future,1,2023,2,24,2/24/2023,2649,42,256483385,67,79,57,1,615,137,G,Minor,64,88,72,51,0,17,5,256.483385
Vigilante Shit,Taylor Swift,1,2023,1,27,1/27/2023,539,21,255932395,7,71,4,2,13,140,G,Minor,74,96,80,18,0,5,5,255.932395
Down Under (feat. Colin Hay),"Luude, Colin Hay",1,2022,3,31,3/31/2022,2092,0,255120451,75,11,44,0,14,147,F,Major,60,58,69,2,0,58,4,255.120451
Coco Chanel,"Bad Bunny, Eladio Carrion",1,2022,4,29,4/29/2022,2350,0,254218729,28,42,23,0,0,125,G#,Major,88,28,66,6,0,13,31,254.218729
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",1,2022,10,21,10/21/2022,1948,0,253650850,12,9,16,0,0,80,E,Minor,80,16,28,17,0,12,39,253.65085
Rara Vez,"Taiu, Milo j",2,2021,11,19,11/19/2021,3541,2,252871192,57,13,50,1,7,172,B,Minor,31,4,86,1,0,28,17,252.871192
ELEVEN,IVE,2,2023,3,17,3/17/2023,1962,38,250305248,28,89,29,5,82,150,D,Major,68,14,76,4,0,10,4,250.305248
2 Be Loved (Am I Ready),Lizzo,2,2022,6,8,6/8/2022,1401,0,248511839,26,16,17,0,1,128,C#,Minor,82,42,75,6,0,63,6,248.511839
Die For You,Joji,2,2023,2,8,2/8/2023,893,38,248088961,19,23,24,3,88,120,F,Minor,84,96,71,18,0,34,17,248.088961
Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2021,12,1,12/1/2021,521,1,247737946,17,89,11,0,0,120,A,Major,83,59,73,6,0,5,11,247.737946
Agosto,Bad Bunny,1,2022,7,14,7/14/2022,3682,6,247689123,41,0,158,2,68,156,G,Major,72,92,77,9,0,8,11,247.689123
"Cay�� La Noche (feat. Cruz Cafun��, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafun��, B��jo, Abhir Hathi",1,2022,11,4,11/4/2022,1703,0,246390068,38,45,36,16,0,148,G#,Major,47,15,52,38,13,29,5,246.390068
Run Rudolph Run - Single Version,Chuck Berry,1,2022,2,11,2/11/2022,590,5,246376690,4,113,20,0,1,130,D,Minor,51,50,76,30,0,10,7,246.37669
TO THE MOON,Jnr Choi,1,2022,5,6,5/6/2022,897,0,246127838,6,20,8,0,0,115,C#,Minor,85,72,58,9,0,49,12,246.127838
THE SHADE,Rex Orange County,7,2022,1,14,1/14/2022,1034,1,245400167,19,5,12,0,0,174,F,Minor,67,74,75,44,0,7,30,245.400167
San Lucas,Kevin Kaarl,1,1958,1,1,1/1/1958,8612,0,245350949,120,30,52,0,1,152,G,Minor,69,94,71,79,0,7,8,245.350949
Afraid To Feel,LF System,1,2021,11,5,11/5/2021,2979,0,245095641,44,0,159,0,0,144,D,Major,74,39,65,5,1,11,35,245.095641
Thousand Miles,The Kid Laroi,1,2022,3,11,3/11/2022,1189,6,244928911,17,10,16,0,4,120,F,Major,90,73,51,39,0,9,6,244.928911
Heart To Heart,Mac DeMarco,1,2019,11,7,11/7/2019,407,1,244891912,5,0,5,0,0,92,G,Major,58,27,36,86,0,9,3,244.891912
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",1,2022,5,2,5/2/2022,5898,5,244790012,129,55,128,0,101,128,C#,Major,58,68,91,2,0,27,11,244.790012
Christmas (Baby Please Come Home),Darlene Love,1,2022,4,22,4/22/2022,2050,0,244741137,52,9,46,0,1,81,G,Major,38,20,66,9,0,9,8,244.741137
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",1,2019,5,10,5/10/2019,1640,0,244658767,27,27,29,1,1,150,G#,Minor,90,64,14,67,35,11,10,244.658767
Ginseng Strip 2002,Yung Lean,2,2022,6,15,6/15/2022,5153,6,244585109,102,53,113,12,0,137,,Major,74,71,89,24,61,15,5,244.585109
Malvad��,"Xam��, Gustah, Neo B",1,1963,11,22,11/22/1963,9122,0,242767149,121,58,212,0,0,126,D#,Major,34,35,76,39,0,8,5,242.767149
Plan A,Paulo Londra,3,2022,6,16,6/16/2022,2442,0,240918092,81,4,248,1,6,132,B,Major,82,49,88,20,0,21,3,240.918092
With you,"HA SUNG WOON, Jimin",1,2013,8,16,8/16/2013,4310,0,240769997,13,0,113,1,3,115,C#,Major,60,37,71,8,0,48,4,240.769997
Forget Me,Lewis Capaldi,3,2021,11,30,11/30/2021,648,1,240684449,14,3,81,0,0,133,F#,Minor,82,52,61,38,0,14,27,240.684449
Hold My Hand,Lady Gaga,1,2022,3,23,3/23/2022,1105,0,240661097,32,0,19,0,0,174,,Major,58,56,83,5,0,7,4,240.661097
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",2,2022,4,24,4/24/2022,343,2,240580042,4,35,11,1,1,150,D#,Major,53,14,43,64,0,13,3,240.580042
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",1,2022,9,9,9/9/2022,2520,4,239411309,93,95,84,9,202,102,C#,Minor,67,72,74,30,0,36,4,239.411309
Tom's Diner,"AnnenMayKantereit, Giant Rooks",1,2022,5,3,5/3/2022,2528,0,238350348,63,8,270,2,105,148,G,Major,51,21,63,5,0,41,3,238.350348
Qu�� Ago,"Yuridia, Angela Aguilar",3,2022,5,13,5/13/2022,4627,0,237351106,38,13,32,0,0,101,C#,Minor,78,40,74,36,0,17,27,237.351106
Keep Driving,Harry Styles,4,2022,1,5,1/5/2022,759,3,236940480,32,0,12,0,0,170,F,Minor,70,61,44,40,0,37,4,236.94048
Typa Girl,BLACKPINK,2,2019,6,28,6/28/2019,2605,0,236872197,15,48,50,0,3,98,F#,Minor,68,33,43,38,0,36,14,236.872197
Nosso Quadro,"Ana Castela, AgroPlay",2,2022,10,20,10/20/2022,660,15,236857112,19,59,18,5,52,98,B,Major,73,88,57,56,0,5,2,236.857112
Love Of My Life,Harry Styles,1,2022,5,20,5/20/2022,2094,1,236060709,8,1,18,0,0,165,A,Major,72,90,48,32,0,18,23,236.060709
FLOWER,JISOO,1,2022,9,16,9/16/2022,452,10,235549288,2,129,13,0,1,132,G,Major,92,53,62,7,0,63,10,235.549288
Mujeriego,Ryan Castro,2,2023,2,2,2/2/2023,894,9,233801632,14,88,66,3,72,160,A,Major,69,61,71,33,0,31,20,233.801632
SUPERMODEL,M��ne,1,2022,5,20,5/20/2022,1933,0,233671263,13,2,31,0,0,118,G,Major,56,20,54,67,0,6,5,233.671263
MERCHO,"Migrantes, LiL CaKe, Nico Valdi",1,2023,3,31,3/31/2023,839,18,232896922,20,110,20,0,69,124,A,Minor,84,64,39,3,0,11,4,232.896922
FEARLESS,LE SSERAFIM,1,2021,12,17,12/17/2021,1492,0,231996128,44,63,91,0,24,80,A,Major,76,92,62,6,0,8,13,231.996128
Starlight,Dave,1,2022,5,13,5/13/2022,2265,0,231657891,93,12,173,11,3,121,G,Major,64,80,88,0,0,12,6,231.657891
Evergreen (You Didn���t Deserve Me A,Omar Apollo,3,2022,12,16,12/16/2022,1267,20,231332117,41,22,56,4,84,93,F#,Minor,84,96,79,43,0,18,11,231.332117
When I���m Gone (with Katy,"Katy Perry, Alesso",1,2022,5,2,5/2/2022,629,0,229497852,18,75,9,0,0,104,G,Major,86,43,62,5,0,13,14,229.497852
I AM WOMAN,Emmy Meli,1,2022,3,3,3/3/2022,1856,3,229473310,29,40,31,1,1,124,G,Major,95,36,37,35,0,10,28,229.47331
THE LONELIEST,M��ne,1,2022,4,8,4/8/2022,2499,0,227918678,70,0,49,0,0,82,A,Major,70,31,34,60,1,11,4,227.918678
El Merengue,"Marshmello, Manuel Turizo",2,2021,12,29,12/29/2021,3270,0,226897599,89,21,65,0,0,125,,Major,69,70,89,4,0,49,3,226.897599
Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",1,2021,11,18,11/18/2021,2795,0,225259194,45,0,107,0,0,170,A#,Major,65,46,47,12,0,13,16,225.259194
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tav��rez, Sech, Dalex, Dimelo Flow, Rich Music",1,2022,10,7,10/7/2022,1585,5,225093344,78,65,328,1,198,130,D,Major,52,24,60,0,0,8,3,225.093344
Question...?,Taylor Swift,2,2023,3,3,3/3/2023,2114,44,223633238,80,75,110,11,323,124,G#,Minor,78,70,68,3,1,11,4,223.633238
Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",5,2022,12,15,12/15/2022,1845,16,223582566,20,8,30,2,0,95,C#,Major,77,72,87,17,0,7,5,223.582566
KU LO SA - A COLORS SHOW,Oxlade,8,2021,8,12,8/12/2021,1560,0,223319934,72,0,0,0,0,84,G,Minor,56,61,76,10,0,14,11,223.319934
Betty (Get Money),Yung Gravy,1,2022,10,21,10/21/2022,1608,0,223064273,10,3,12,0,0,109,G,Major,75,11,50,20,0,30,17,223.064273
PLAYA DEL INGL�,"Myke Towers, Quevedo",2,2022,9,16,9/16/2022,1473,4,222612678,27,64,66,1,4,154,,Major,64,61,91,15,0,72,4,222.612678
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",1,2022,6,10,6/10/2022,2019,8,222410722,117,72,107,1,7,93,A#,Minor,65,79,66,31,0,22,7,222.410722
Mastermind,Taylor Swift,1,2022,6,10,6/10/2022,2402,0,221752937,45,2,26,0,1,102,C#,Major,73,62,75,0,0,34,8,221.752937
Cupido,Tini,2,2022,12,15,12/15/2022,1701,15,221409663,30,15,34,2,47,113,G,Minor,79,66,74,8,0,11,5,221.409663
POP!,Nayeon,3,2022,8,5,8/5/2022,1456,0,219196651,53,2,33,0,0,120,,Major,77,94,87,2,0,23,12,219.196651
WORTH NOTHING,"Twisted, Oliver Tree",1,2022,10,21,10/21/2022,1936,0,218320587,7,5,13,0,0,126,E,Major,66,12,35,55,0,9,14,218.320587
El Apag�,Bad Bunny,1,2023,2,14,2/14/2023,1240,24,217672943,51,29,63,4,54,120,A,Major,91,63,58,52,0,31,22,217.672943
MANIAC,Stray Kids,1,2022,6,24,6/24/2022,571,0,213505179,19,21,14,0,2,97,D,Major,80,36,86,4,0,3,5,213.505179
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,9,28,9/28/2022,1612,0,213438580,34,54,34,0,2,140,D,Minor,58,17,62,18,0,20,8,213.43858
Polaroid Love,ENHYPEN,1,2022,5,6,5/6/2022,1209,0,212351890,9,7,14,0,1,118,G#,Major,63,60,70,5,0,9,31,212.35189
Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",1,2022,3,18,3/18/2022,651,0,212234990,6,188,20,0,0,120,C#,Major,58,71,80,15,0,7,41,212.23499
KICK BACK,Kenshi Yonezu,2,2022,4,29,4/29/2022,802,0,212109195,16,81,23,0,0,130,E,Major,91,91,96,3,0,3,9,212.109195
Problem�,"Alvaro Diaz, Rauw Alejandro",1,2022,1,10,1/10/2022,461,0,211372494,10,56,17,0,0,138,G,Minor,74,65,67,46,0,36,4,211.372494
Sin Se��,"Ovy On The Drums, Quevedo",2,2023,3,10,3/10/2023,5120,48,211050784,161,115,246,9,638,143,A,Major,64,31,87,4,4,8,4,211.050784
DAN��A,"Mc Pedrinho, Pedro Sampaio",1,2022,10,12,10/12/2022,574,4,210038833,38,101,26,0,0,102,C#,Major,58,29,94,0,0,9,11,210.038833
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",2,2021,10,22,10/22/2021,1517,0,209768491,42,7,15,0,4,92,D,Minor,73,37,74,28,0,14,6,209.768491
MIENTRAS ME CURO DEL CORA,Karol G,2,2022,7,22,7/22/2022,1097,2,209106362,18,10,13,1,1,118,B,Minor,82,75,85,33,1,11,4,209.106362
When I R.I.P.,Labrinth,2,2022,2,1,2/1/2022,911,2,208166039,45,0,99,1,1,135,A,Minor,78,55,57,4,0,10,8,208.166039
The Astronaut,Jin,3,2023,2,5,2/5/2023,1638,10,207033255,0,0,21,0,0,130,B,Minor,69,36,90,1,10,15,4,207.033255
Thought You Should Know,Morgan Wallen,1,2023,2,24,2/24/2023,1020,35,206399629,15,26,30,6,0,80,,Major,52,57,48,86,0,15,39,206.399629
Hati-Hati di Jalan,Tulus,1,2019,10,4,10/4/2019,2578,0,203680270,8,67,66,0,0,80,G#,Minor,39,45,55,73,0,9,21,203.68027
Static,Steve Lacy,1,2022,10,28,10/28/2022,481,9,203436468,10,100,15,1,27,125,F,Major,54,22,76,0,0,14,3,203.436468
Tattoo,Loreen,1,2022,5,6,5/6/2022,968,4,203221468,16,53,1,0,61,140,F#,Major,53,51,70,49,0,14,3,203.221468
Bar,"Tini, L-Gante",1,2022,3,3,3/3/2022,200,2,202677468,12,4,0,0,0,72,F#,Major,64,76,44,70,9,12,4,202.677468
Less Than Zero,The Weeknd,1,2022,7,15,7/15/2022,1613,0,202452860,21,15,13,0,0,79,C#,Major,34,22,31,43,63,10,7,202.45286
"Peso Pluma: Bzrp Music Sessions, Vol. 55","Bizarrap, Peso Pluma",1,2023,2,25,2/25/2023,2988,59,201660859,74,102,145,18,925,150,D#,Minor,55,30,78,24,0,12,8,201.660859
Grapejuice,Harry Styles,2,2021,11,11,11/11/2021,755,4,200972675,22,3,0,0,0,94,C#,Major,52,68,69,13,0,33,8,200.972675
Limbo,Freddie Dredd,1,2022,1,7,1/7/2022,2800,0,200660871,18,77,61,0,1,143,,Major,53,50,79,0,0,8,3,200.660871
DANCE CRIP,Trueno,2,2023,5,31,5/31/2023,1313,40,200647221,17,152,32,11,139,133,F,Minor,85,81,67,26,0,12,5,200.647221
Spin Bout U,"Drake, 21 Savage",1,2022,5,20,5/20/2022,1986,0,199587884,7,1,15,0,0,183,F,Major,65,88,72,36,14,20,3,199.587884
En Paris,"El Chachito, Junior H",1,2022,8,11,8/11/2022,688,0,199386237,14,1,17,0,2,75,B,Minor,80,46,62,3,6,11,46,199.386237
IDGAF (with blackbear),"Blackbear, BoyWithUke",1,2021,11,17,11/17/2021,731,0,198883004,14,14,24,0,4,106,,Major,86,86,79,11,0,8,9,198.883004
Pass The Dutchie,Musical Youth,2,2022,11,4,11/4/2022,1652,2,198365537,26,52,10,0,95,130,G,Major,77,20,70,1,0,16,5,198.365537
Massive,Drake,2,2022,12,24,12/24/2022,406,5,198275403,3,31,2,1,0,139,D#,Minor,70,77,48,37,0,12,5,198.275403
Eyes Closed,Ed Sheeran,2,2022,3,18,3/18/2022,625,0,197643795,10,2,13,0,1,98,F,Major,78,83,75,41,0,27,8,197.643795
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",1,1982,1,1,1/1/1982,5328,0,195918494,54,76,900,0,0,151,G,Major,73,88,67,20,0,32,5,195.918494
True Love,"Kanye West, XXXTENTACION",1,2022,6,17,6/17/2022,5263,0,195628667,66,89,61,0,11,125,E,Minor,51,5,68,12,2,15,6,195.628667
Nail Tech,Jack Harlow,1,2023,3,23,3/23/2023,2915,30,195576623,116,69,107,3,675,107,D,Major,78,39,53,30,0,11,6,195.576623
La Bebe,Yng Lvcas,3,2022,12,2,12/2/2022,1602,0,195516622,12,22,12,0,2,88,G,Minor,49,24,66,19,0,18,29,195.516622
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",2,2022,5,27,5/27/2022,2129,0,194902696,23,1,44,1,0,84,F,Minor,71,39,86,2,0,51,25,194.902696
Sticky,Drake,1,2022,2,18,2/18/2022,2939,0,193443895,42,0,24,0,0,150,E,Minor,65,11,58,0,0,12,9,193.443895
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",1,2021,12,24,12/24/2021,489,17,191945597,4,11,5,1,2,170,D,Minor,78,75,46,62,0,12,35,191.945597
In My Head,Lil Tjay,3,2022,5,20,5/20/2022,1112,4,191873381,22,2,65,1,3,135,G#,Major,77,74,74,47,0,34,8,191.873381
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",1,2022,6,17,6/17/2022,2814,0,191448892,38,105,25,0,2,137,A#,Minor,88,8,49,9,0,9,14,191.448892
Slut Me Out,NLE Choppa,3,2022,11,4,11/4/2022,1930,0,191333656,24,8,17,0,1,122,E,Minor,75,45,63,6,0,35,12,191.333656
Talk that Talk,TWICE,1,2022,4,1,4/1/2022,1185,0,190981339,21,0,31,0,0,143,C#,Major,68,41,55,16,0,10,12,190.981339
Cinema,Harry Styles,3,2022,5,27,5/27/2022,3983,0,190625045,73,45,119,0,0,100,B,Minor,82,76,70,16,0,8,5,190.625045
Fr��gil (feat. Grupo Front,"Yahritza Y Su Esencia, Grupo Frontera",1,2022,4,22,4/22/2022,816,4,190490915,21,4,13,0,4,121,F#,Minor,94,71,61,12,0,53,42,190.490915
Vampiro,"Matu��, Wiu, ",1,2022,8,26,8/26/2022,615,0,189476119,14,77,15,1,2,120,D#,Minor,77,78,91,14,0,33,12,189.476119
Daydreaming,Harry Styles,1,2022,5,20,5/20/2022,2171,0,189236868,18,1,28,0,0,106,A,Minor,83,90,64,35,5,9,4,189.236868
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",2,2023,4,7,4/7/2023,672,34,188933502,19,108,24,9,212,150,F#,Major,61,39,73,37,0,11,3,188.933502
Labyrinth,Taylor Swift,3,2022,1,30,1/30/2022,540,4,187772591,26,3,39,0,0,115,G#,Minor,78,63,64,1,0,7,4,187.772591
Sweet Nothing,Taylor Swift,1,2022,5,20,5/20/2022,1900,1,187703102,15,1,23,0,0,114,E,Minor,71,90,81,31,2,13,3,187.703102
10 Things I Hate About You,Leah Kate,3,2022,7,1,7/1/2022,648,4,187701588,0,0,30,0,0,161,A#,Minor,59,62,60,12,0,5,44,187.701588
Cigarettes,Juice WRLD,1,2022,10,21,10/21/2022,1597,0,187339835,6,3,15,0,0,110,,Major,48,15,31,80,22,12,4,187.339835
Prohibidox,Feid,1,2022,10,21,10/21/2022,1747,0,186104310,9,6,13,0,2,177,,Major,34,39,16,97,0,12,5,186.10431
All Of The Girls You Loved Before,Taylor Swift,1,2022,3,23,3/23/2022,1301,0,185550869,23,1,15,0,0,154,G#,Major,54,45,79,1,0,17,5,185.550869
GIVENCHY,Duki,1,2021,12,10,12/10/2021,975,0,185408548,11,0,10,0,0,160,D,Major,60,47,62,3,0,38,4,185.408548
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",1,2022,9,13,9/13/2022,1473,12,185392587,25,36,25,1,0,180,C#,Minor,65,52,80,5,0,6,25,185.392587
Flowers,Lauren Spencer Smith,1,2019,8,23,8/23/2019,1282,6,185240616,26,6,19,0,5,96,D,Major,72,40,47,71,0,13,4,185.240616
Tak Ingin Usai,Keisya Levronka,1,2022,7,20,7/20/2022,625,4,185236961,13,18,12,0,0,103,G#,Major,61,38,62,14,0,23,40,185.236961
Good Looking,Suki Waterhouse,3,2021,11,19,11/19/2021,1150,0,184937148,20,38,12,0,0,141,C#,Major,59,56,63,12,0,6,36,184.937148
TUS L��GR,"Sech, Mora",1,2021,8,9,8/9/2021,801,0,184826429,42,9,24,1,1,138,D#,Major,70,31,44,84,0,9,39,184.826429
Escapism. - Sped Up,"RAYE, 070 Shake",1,2022,5,13,5/13/2022,220,4,184807630,16,5,0,0,6,130,,Major,49,14,40,82,0,11,3,184.80763
Sprinter,"Dave, Central Cee",1,2017,10,20,10/20/2017,2264,0,184706613,11,6,25,0,1,150,E,Major,37,27,56,8,0,13,3,184.706613
295,Sidhu Moose Wala,2,2022,4,1,4/1/2022,1308,2,184622518,23,16,9,0,5,174,C#,Major,68,45,71,18,0,11,25,184.622518
DARARI,Treasure,2,2022,11,25,11/25/2022,1368,0,184308753,12,1,11,0,8,108,F#,Minor,44,38,77,9,0,9,20,184.308753
Shut up My Moms Calling - (Sped Up),Hotel Ugly,2,2023,6,1,6/1/2023,2186,91,183706234,67,213,88,17,946,141,C#,Major,92,66,58,19,0,8,24,183.706234
The Great War,Taylor Swift,1,2021,5,15,5/15/2021,246,4,183273246,4,106,0,0,7,90,B,Minor,68,54,76,21,0,11,20,183.273246
Hrs and Hrs,Muni Long,1,2022,2,15,2/15/2022,328,0,182978249,10,21,7,0,9,85,,Major,72,55,64,49,0,7,4,182.978249
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",1,2022,9,14,9/14/2022,713,7,181831132,2,4,6,0,0,85,F,Minor,65,36,47,31,0,12,10,181.831132
Tak Segampang Itu,Anggi Marito,1,2022,10,21,10/21/2022,1274,0,181382590,1,6,11,0,0,96,F,Major,57,55,74,22,0,8,4,181.38259
Si Te La Encuentras Por Ah�,Feid,1,2021,11,19,11/19/2021,1800,0,181328253,43,36,46,13,4,140,G#,Minor,51,66,53,60,0,11,18,181.328253
Jingle Bells - Remastered 1999,Frank Sinatra,2,2005,9,20,9/20/2005,2577,0,180577478,108,56,30,0,0,93,F,Major,63,93,88,1,0,12,4,180.577478
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",1,2022,12,2,12/2/2022,213,6,179659294,7,6,0,0,48,130,F,Major,51,18,44,76,0,11,3,179.659294
Baby Don't Hurt Me,"David Guetta, Anne-Marie, Coi Leray",1,2022,8,5,8/5/2022,1379,4,179061440,23,10,18,0,0,172,G#,Minor,74,46,58,15,0,13,8,179.06144
"Would've, Could've, Should've",Taylor Swift,1,1957,1,1,1/1/1957,4326,0,178660459,32,3,65,0,0,175,G#,Major,51,94,34,73,0,10,5,178.660459
S��,"Anuel Aa, Myke Towers, Jhay Cortez",3,2022,3,31,3/31/2022,859,0,178512385,14,0,11,0,0,82,A#,Major,79,48,84,13,0,21,23,178.512385
TQM,Fuerza Regida,3,2023,4,6,4/6/2023,4277,66,177740666,145,111,213,11,810,128,G,Major,60,23,91,0,0,12,3,177.740666
Celestial,Ed Sheeran,1,2022,10,21,10/21/2022,1715,0,177503916,4,5,8,0,0,158,G,Major,48,55,84,43,0,15,12,177.503916
sentaDONA (Remix) s2,"Lu��sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",3,2021,11,18,11/18/2021,903,0,177129919,30,26,15,0,0,90,F#,Minor,63,75,75,17,0,11,8,177.129919
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",1,2023,5,19,5/19/2023,584,28,176553476,16,159,15,6,100,125,F,Minor,79,96,85,27,0,11,6,176.553476
WANDA,Quevedo,1,2022,9,29,9/29/2022,1639,0,176474912,86,14,80,0,37,123,D,Major,57,50,85,5,0,16,4,176.474912
Search & Rescue,Drake,4,2022,3,17,3/17/2022,870,0,176290831,32,0,49,0,0,135,D#,Minor,93,77,45,25,0,13,27,176.290831
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,6,3,6/3/2022,894,4,176103902,28,0,54,0,0,130,F#,Major,95,83,57,54,0,10,25,176.103902
Rich Spirit,Kendrick Lamar,1,2023,1,20,1/20/2023,888,22,175399345,11,24,7,1,7,176,E,Minor,72,96,63,25,0,21,7,175.399345
Like Crazy (English Version),Jimin,1,2023,4,7,4/7/2023,2066,6,175097833,58,70,43,0,182,142,A#,Minor,82,54,44,6,0,33,7,175.097833
Chemical,Post Malone,3,2022,9,9,9/9/2022,852,0,174006928,14,1,50,0,0,87,G,Major,87,52,52,31,0,28,24,174.006928
ALIEN SUPERSTAR,Beyonc�,1,2022,5,13,5/13/2022,3486,0,173702135,20,10,33,0,0,96,A#,Minor,85,41,43,39,0,12,21,173.702135
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",1,2023,3,24,3/24/2023,373,19,173627354,4,72,5,0,5,120,G,Major,62,32,76,0,0,39,4,173.627354
Nxde,(G)I-DLE,1,2023,4,14,4/14/2023,2528,39,172825906,56,91,59,3,486,170,D,Major,50,37,90,0,0,12,5,172.825906
On BS,"Drake, 21 Savage",1,2022,7,29,7/29/2022,2688,0,171788484,39,47,36,0,0,122,A#,Minor,55,46,64,0,0,17,10,171.788484
Gatita,Bellakath,3,2022,8,5,8/5/2022,2107,0,170732845,51,1,50,0,0,130,E,Minor,72,18,46,7,0,28,8,170.732845
Set Me Free Pt.2,Jimin,1,2022,10,17,10/17/2022,430,6,170709584,14,116,9,0,11,136,E,Minor,73,65,91,4,0,48,18,170.709584
Dos Oruguitas,Sebastian Yatra,2,2022,11,4,11/4/2022,1338,0,170413877,9,20,7,0,0,158,A,Major,84,33,36,2,0,39,59,170.413877
Sial,Mahalini,1,2022,10,3,10/3/2022,1054,0,168684524,9,0,15,0,1,101,G,Major,90,76,81,15,24,33,6,168.684524
If We Ever Broke Up,Mae Stephens,1,2023,3,17,3/17/2023,340,13,168448603,4,71,16,1,9,132,,Minor,59,56,82,12,0,12,6,168.448603
Makeba,Jain,1,2021,11,19,11/19/2021,925,0,167076418,24,47,74,0,0,94,,Major,42,47,36,76,0,9,5,167.076418
En El Radio Un Cochinero,Victor Cibrian,1,2023,1,23,1/23/2023,134,4,166570053,4,6,0,0,23,120,D,Major,56,20,43,89,0,12,4,166.570053
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",1,2023,2,10,2/10/2023,2040,4,165584767,81,27,66,9,444,116,G,Major,90,96,73,62,0,9,4,165.584767
